equipment_id,time_step,process_type,vibration,temperature,pressure,oil_quality,contaminant_level,acidity,hours_operated,maintenance_history,load,failure,anomaly
1,16,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,151.1069183824066,4.0,100.5474286599882,1,0
1,17,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,35.43639380109388,2.0,108.94083251525878,0,0
1,18,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,61.16220756421721,0.0,88.3061002676699,0,0
1,19,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,47.68807751704673,2.0,95.23939379769571,0,0
1,20,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,50.8338098665849,1.0,93.53982983544294,0,0
1,21,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,72.78673944235777,2.0,101.45621949199032,0,0
1,22,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,32.16144124383189,3.0,123.78728523363104,0,0
1,23,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,34.574356375793016,2.0,101.84597344713163,0,0
1,24,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,92.05987911633375,1.0,110.29672804750673,0,0
1,25,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,24.93852212001036,3.0,101.0653777036931,0,0
1,26,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,103.91855366176486,2.0,121.32319117320719,1,0
1,27,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,23.11586301583607,2.0,112.70485607762105,0,0
1,28,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,30.346886423835805,7.0,111.339977864949,0,0
1,29,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,155.2818617287604,2.0,74.10543106527625,1,0
1,30,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,24.6747020208304,0.0,89.69925934485215,0,0
1,31,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,83.66220810696157,2.0,125.83345158017481,0,0
1,32,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,60.5641581468924,4.0,116.84433447320319,0,0
1,33,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,29.580270059554884,3.0,103.18416680218006,0,0
1,34,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,124.49063481367554,3.0,106.76398763786253,1,0
1,35,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,35.74234210563489,1.0,80.31931751812172,0,0
1,36,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,110.96332463302232,1.0,109.95112550901979,0,0
1,37,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,33.162453578470306,1.0,108.19774038488734,0,0
1,38,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,46.21747065447693,2.0,98.24055102225383,0,0
1,39,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,20.900264230255367,3.0,105.39833716339598,0,0
1,40,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,21.980445614971035,2.0,98.58714558360033,0,0
2,1,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,4.960551449494864,0.0,123.99035957392462,0,0
2,2,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,65.74802814583421,3.0,95.75501255780817,0,0
2,3,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,2.783880477073719,4.0,95.55054688839044,0,0
2,4,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,64.69246438883879,3.0,121.62156197012634,0,0
2,5,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,16.733064613703178,2.0,98.12608038793331,0,0
2,6,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,36.82589828986166,1.0,80.6503842844235,0,0
2,7,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,53.905726802045606,0.0,115.11273289066116,0,0
2,8,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,101.06747265877193,1.0,102.7905969557347,0,0
2,9,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,48.567368890364534,3.0,122.23033374656268,0,0
2,10,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,29.396376367509358,3.0,103.80991867735032,0,0
2,11,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,24.707859414743425,1.0,95.20635243055789,0,0
2,12,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,65.65777042199568,4.0,106.71737010465074,0,0
2,13,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,239.35024450701152,2.0,106.77097381170037,1,0
2,14,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,35.01778047210799,2.0,101.52146509073226,0,0
2,15,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,26.786771308225415,2.0,104.74166352488442,0,0
2,16,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,50.59986455276319,2.0,113.64922921778573,0,0
2,17,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,86.90977081105743,1.0,94.70853421908083,0,0
2,18,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,38.12776374936418,2.0,105.92931454275625,0,0
2,19,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,14.830435612269273,0.0,97.5669659309744,0,0
2,20,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,71.24998765650025,0.0,87.51915658502676,0,0
2,21,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,157.60822689816217,3.0,105.20907565598004,1,0
2,22,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,129.41188377390452,0.0,99.17675757923692,1,0
2,23,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,14.397521553296288,0.0,105.52718560338089,0,0
2,24,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,55.77768886014343,2.0,98.96798763368832,0,0
2,25,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,13.111447217948465,1.0,103.1965266451888,0,0
2,26,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,16.833068797722746,4.0,124.13182457511556,0,0
2,27,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,129.21163847413237,0.0,101.5906806437049,1,0
2,28,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,30.243670994756506,1.0,113.12600404017977,0,0
2,29,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,197.74800612612836,3.0,108.61347510326789,1,0
2,30,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,135.91505459995636,6.0,114.79440120721287,1,0
2,31,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,23.650475496723985,5.0,87.15572341205632,0,0
2,32,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,116.02130700016552,7.0,92.52379570617406,1,0
2,33,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,63.09238512943091,2.0,95.02106921084287,0,0
2,34,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,53.730521209301884,4.0,100.91035851520927,0,0
2,35,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,18.960251071604734,3.0,114.08424486849587,0,0
2,36,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,46.765978141421556,3.0,119.88615545571291,0,0
2,37,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,167.8095207687334,2.0,100.88614893448914,1,0
2,38,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,52.924564633367986,2.0,107.46598246096848,0,0
2,39,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,40.706965789740266,3.0,98.5974238162756,0,0
2,40,Hours Operated,0.33852518236696494,20.319115316218955,32.282760982719054,53.89449085414977,76.12929338531417,138.17143481433092,24.64429539301838,0.0,89.65911130767476,0,0
3,1,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,33.109951331015544,63.42878474773998,66.60841737507008,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,2,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,15.897768271619372,56.962775781542064,29.372533997765824,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,3,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,92.70417591074332,100.1957254161083,276.2144200619436,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,4,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,15.17390919062267,58.84935353702926,28.532836158686713,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,5,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,75.46162320085874,81.88196943130393,203.339296424675,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,6,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,56.99650920188364,76.05440548366415,135.96929746942342,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,7,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,48.09699414305562,80.76399116206645,107.45336290371536,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,8,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,56.57422659504374,75.16702965307898,140.61720794564096,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,9,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,34.64468338719181,68.45232806406605,72.85480079691825,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,10,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,94.36918237598746,88.9946210094268,284.6089566824887,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,11,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,9.888762454014387,58.931802249398764,19.61938832298793,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,12,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,73.04572708365536,86.15032530917182,193.7971980025857,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,13,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,21.807756014945912,64.10678804221871,38.92229659095506,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,14,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,10.129017958967545,56.39428532625594,21.199524063516087,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,15,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,60.888309755789884,76.7043049287625,148.25760026979617,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,16,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,70.05715478798332,94.94853803241634,190.69359210424835,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,17,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,12.369925011343607,58.44254221576665,24.33944862360076,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,18,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,22.300181005323726,60.42747007589234,42.92869046447319,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,19,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,6.7094643964087695,56.25124938256549,16.20836754053326,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,20,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,20.64049867881441,63.51008283451203,39.43885936620514,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,21,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,33.71965822964946,75.40629158847284,70.39143138264113,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,22,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,64.61015441818375,80.31321025820714,161.1490794952766,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,23,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,37.83624518183959,72.35228154363303,75.141369741539,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,24,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,75.45491368093015,94.8898664277276,204.8674942822073,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,25,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,52.04236264039656,78.41908594236371,125.79675598083958,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,26,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,23.05445931694633,65.13109490417605,43.10531905480246,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,27,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,12.991603074414503,45.271786998670706,25.399645639038756,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,28,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,56.78606371128367,73.72484130932722,133.23015618523374,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,29,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,4.120307231804452,58.71234643224764,16.507721038226148,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,30,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,98.90747945640278,107.29171183259622,302.7415390349893,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,31,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,31.892961647572612,69.75607575596463,64.45886513947123,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,32,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,13.42126642251996,52.0280631237763,23.54536602974982,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,33,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,11.032106548878726,52.37895885255198,20.002036690291114,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,34,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,34.54442640456412,65.3257722436446,71.98548057486474,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,35,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,77.92496518432888,92.04356167700473,215.10424045706424,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,36,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,89.95181406129569,96.20642544209876,265.80785392412304,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,37,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,95.54547249393012,95.55533678453861,290.3448554508612,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
3,38,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,20.35133174279738,61.74053663048295,36.10634643618449,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,39,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,25.168078434122627,64.81103333912002,47.907235177056926,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
3,40,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,57.506971893365865,70.60697289391166,139.671764434712,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,1,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,75.09604703991778,88.53844732379817,204.94142113316263,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,2,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,47.40669451099993,70.969052549298,106.49641928129007,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,3,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,45.628883474802755,59.55959269543632,104.64878943682861,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,4,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,18.59281304952711,48.929455362722805,31.236296160021777,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,5,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,96.57884620903833,75.36510052064212,92.3799507738726,61.36852494278205,2.0595588235294118,103.49659570286225,1,1
4,6,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,80.59160853731893,84.65054541257332,228.04905616501586,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,7,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,10.644139275934515,59.391389178585285,18.53723780612425,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,8,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,67.60851365706462,85.06803436622175,175.45761020149757,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,9,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,2.2001923510736034,42.75120031519481,14.508440457864996,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,10,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,60.02949425148078,75.93322008046616,151.04292390563504,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,11,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,56.304718085198026,69.3850119613457,135.65737397137957,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,12,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,43.721350446923346,71.7058839702788,101.03893339144925,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,13,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,15.235607407282414,51.17556680485458,28.042294754541366,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,14,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,123.3863203386268,86.03033769414071,171.90332292668907,61.36852494278205,2.0595588235294118,103.49659570286225,1,1
4,15,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,91.50186418481051,97.03108076397464,274.54811719547706,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,16,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,93.04119459249597,101.59244762133864,275.55489738269085,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,17,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,6.396596677505505,55.78659344109836,13.40189696458022,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,18,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,40.72956140419765,66.58786604033222,86.13400466161104,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,19,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,31.6121715623175,61.059091336999025,68.58631224743091,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,20,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,23.494037859075675,62.671199548012204,43.01186201957613,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,21,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,61.78428489168892,86.63850907727283,154.2865147257922,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,22,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,45.682733860374626,81.69537010836487,104.04501755228969,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,23,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,71.76964708544267,88.99387335380732,189.26275795197068,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,24,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,16.08186309189614,56.803338368190545,29.19867502833324,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,25,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,56.690094737835814,80.24603662394772,139.27189270410776,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,26,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,87.51956515653193,99.16368620603907,255.488296064256,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,27,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,101.4668007996647,102.88149149549528,317.0401245507294,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,28,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,6.194597858579884,46.713556050188394,12.46319783770594,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,29,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,100.00582451653678,99.80513648898513,311.3892121008132,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,30,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,85.89154741506773,93.0945544050126,248.9991549003692,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,31,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,15.15668857772788,58.689013147032504,26.744723242418367,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,32,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,34.729033783061034,62.891480380432995,74.29281551071388,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,33,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,65.8891376437009,84.27982015119674,172.23009972839614,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,34,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,83.27832357736655,96.96656366401004,236.9572170586215,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,35,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,66.250546321837,80.89776055391465,174.6795496640153,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,36,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,14.647411313139466,54.709405520803394,24.128642892994783,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,37,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,27.06077510499099,63.35696311556159,52.69945254716451,61.36852494278205,2.0595588235294118,103.49659570286225,0,0
4,38,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,98.79611839502253,94.4062889938173,306.56751541141017,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
4,39,Oil Analysis,0.33852518236696494,20.319115316218955,32.282760982719054,50.64015112498697,69.70646545468199,118.8742910052354,61.36852494278205,2.0595588235294118,103.49659570286225,1,0
